,bowler_name,date,inning,opposition,runs_conceded,wickets_taken,balls_bowled,num_dots,team,year,economy_rate
4569,Sajid Mahmood,2009-11-13,2,South Africa,30.0,1.0,19,9,England,08-10,9.47368421053
4570,Sajid Mahmood,2009-11-15,1,South Africa,59.0,0.0,26,6,England,08-10,13.6153846154
4571,Samit Patel,2011-06-25,2,Sri Lanka,18.0,0.0,12,3,England,11-13,9.0
4572,Samit Patel,2011-08-31,1,India,34.0,0.0,18,2,England,11-13,11.3333333333
4573,Samit Patel,2011-09-23,1,West Indies,23.0,2.0,24,12,England,11-13,5.75
4574,Samit Patel,2011-09-25,1,West Indies,22.0,2.0,24,14,England,11-13,5.5
4575,Samit Patel,2011-10-29,1,India,13.0,1.0,18,9,England,11-13,4.33333333333
4576,Samit Patel,2012-02-23,1,Pakistan,23.0,0.0,18,6,England,11-13,7.66666666667
4577,Samit Patel,2012-02-25,2,Pakistan,17.0,0.0,6,0,England,11-13,17.0
4578,Samit Patel,2012-02-27,2,Pakistan,18.0,1.0,24,10,England,11-13,4.5
4579,Samit Patel,2012-06-24,1,West Indies,34.0,0.0,24,8,England,11-13,8.5
4580,Samit Patel,2012-09-08,2,South Africa,11.0,0.0,6,1,England,11-13,11.0
4581,Samit Patel,2012-09-21,2,Afghanistan,6.0,2.0,18,13,England,11-13,2.0
4582,Samit Patel,2012-09-27,1,West Indies,38.0,0.0,24,8,England,11-13,9.5
4583,Samit Patel,2012-10-01,1,Sri Lanka,27.0,0.0,12,2,England,11-13,13.5
4584,Samit Patel,2013-02-09,2,New Zealand,15.0,0.0,14,5,England,11-13,6.42857142857
4585,Samit Patel,2013-02-12,1,New Zealand,20.0,0.0,12,3,England,11-13,10.0
4586,Samiullah Shenwari,2010-02-01,2,Ireland,15.0,0.0,19,11,Afghanistan,08-10,4.73684210526
4587,Samiullah Shenwari,2010-02-04,1,Canada,26.0,1.0,24,9,Afghanistan,08-10,6.5
4588,Samiullah Shenwari,2010-02-09,2,Ireland,7.0,0.0,12,5,Afghanistan,08-10,3.5
4589,Samiullah Shenwari,2010-02-10,2,Scotland,14.0,1.0,12,2,Afghanistan,08-10,7.0
4590,Samiullah Shenwari,2010-02-12,2,Netherlands,19.0,1.0,21,10,Afghanistan,08-10,5.42857142857
4591,Samiullah Shenwari,2010-02-13,1,Ireland,9.0,0.0,12,5,Afghanistan,08-10,4.5
4592,Samiullah Shenwari,2010-05-01,2,India,10.0,1.0,13,6,Afghanistan,08-10,4.61538461538
4593,Samiullah Shenwari,2010-05-05,1,South Africa,14.0,0.0,24,12,Afghanistan,08-10,3.5
4594,Samiullah Shenwari,2012-03-14,1,Netherlands,20.0,1.0,25,10,Afghanistan,11-13,4.8
4595,Samiullah Shenwari,2012-03-18,2,Canada,13.0,4.0,25,15,Afghanistan,11-13,3.12
4596,Samiullah Shenwari,2012-03-24,2,Ireland,15.0,0.0,18,7,Afghanistan,11-13,5.0
4597,Samiullah Shenwari,2012-09-19,1,India,16.0,0.0,12,2,Afghanistan,11-13,8.0
4598,Samiullah Shenwari,2012-09-21,1,England,33.0,0.0,24,6,Afghanistan,11-13,8.25
4599,Samiullah Shenwari,2013-03-03,2,Scotland,12.0,1.0,19,10,Afghanistan,11-13,3.78947368421
4600,Samiullah Shenwari,2013-03-04,1,Scotland,15.0,1.0,13,4,Afghanistan,11-13,6.92307692308
4601,Samiullah Shenwari,2013-09-30,2,Kenya,6.0,3.0,23,17,Afghanistan,11-13,1.5652173913
4602,Samiullah Shenwari,2013-10-11,1,Kenya,19.0,1.0,13,7,Afghanistan,11-13,8.76923076923
4603,Samiullah Shenwari,2013-11-16,2,Scotland,16.0,1.0,18,9,Afghanistan,11-13,5.33333333333
4604,Samiullah Shenwari,2013-11-24,2,Kenya,13.0,5.0,24,15,Afghanistan,11-13,3.25
4605,Samiullah Shenwari,2013-11-30,1,Ireland,22.0,0.0,12,2,Afghanistan,11-13,11.0
4606,Samiullah Shenwari,2013-12-08,2,Pakistan,23.0,1.0,20,8,Afghanistan,11-13,6.9
4607,Samiullah Shenwari,2014-03-16,2,Bangladesh,14.0,1.0,18,12,Afghanistan,14-16,4.66666666667
4608,Samiullah Shenwari,2014-03-18,1,Hong Kong,17.0,0.0,18,10,Afghanistan,14-16,5.66666666667
4609,Samiullah Shenwari,2014-03-20,1,Nepal,37.0,0.0,21,7,Afghanistan,14-16,10.5714285714
4610,Samiullah Shenwari,2015-07-09,2,Netherlands,5.0,0.0,6,2,Afghanistan,14-16,5.0
4611,Samiullah Shenwari,2015-07-12,2,Scotland,17.0,0.0,13,5,Afghanistan,14-16,7.84615384615
4612,Samiullah Shenwari,2015-11-29,2,Oman,33.0,2.0,25,8,Afghanistan,14-16,7.92
4613,Samiullah Shenwari,2015-11-30,2,Oman,15.0,0.0,12,3,Afghanistan,14-16,7.5
4614,Samuel Badree,2012-06-30,2,New Zealand,30.0,1.0,27,13,West Indies,11-13,6.66666666667
4615,Samuel Badree,2012-07-01,2,New Zealand,20.0,2.0,24,13,West Indies,11-13,5.0
4616,Samuel Badree,2012-09-27,2,England,20.0,0.0,24,14,West Indies,11-13,5.0
4617,Samuel Badree,2012-10-01,2,New Zealand,18.0,1.0,24,11,West Indies,11-13,4.5
4618,Samuel Badree,2012-10-05,2,Australia,27.0,2.0,24,11,West Indies,11-13,6.75
4619,Samuel Badree,2012-10-07,2,Sri Lanka,24.0,1.0,24,11,West Indies,11-13,6.0
4620,Samuel Badree,2013-03-02,1,Zimbabwe,27.0,1.0,24,12,West Indies,11-13,6.75
4621,Samuel Badree,2013-03-03,2,Zimbabwe,16.0,3.0,25,12,West Indies,11-13,3.84
4622,Samuel Badree,2013-07-27,2,Pakistan,27.0,1.0,18,9,West Indies,11-13,9.0
4623,Samuel Badree,2013-07-28,1,Pakistan,16.0,1.0,24,13,West Indies,11-13,4.0
4624,Samuel Badree,2014-01-11,1,New Zealand,24.0,0.0,25,9,West Indies,14-16,5.76
4625,Samuel Badree,2014-02-19,2,Ireland,18.0,2.0,24,15,West Indies,14-16,4.5
4626,Samuel Badree,2014-02-21,2,Ireland,13.0,1.0,24,18,West Indies,14-16,3.25
4627,Samuel Badree,2014-03-09,2,England,17.0,3.0,24,16,West Indies,14-16,4.25
4628,Samuel Badree,2014-03-11,1,England,16.0,1.0,24,12,West Indies,14-16,4.0
4629,Samuel Badree,2014-03-23,2,India,28.0,1.0,24,10,West Indies,14-16,7.0
4630,Samuel Badree,2014-03-25,2,Bangladesh,15.0,4.0,24,15,West Indies,14-16,3.75
4631,Samuel Badree,2014-03-28,1,Australia,36.0,2.0,25,13,West Indies,14-16,8.64
4632,Samuel Badree,2014-04-01,2,Pakistan,10.0,3.0,24,14,West Indies,14-16,2.5
4633,Samuel Badree,2014-04-03,1,Sri Lanka,23.0,2.0,24,14,West Indies,14-16,5.75
4634,Samuel Badree,2014-07-05,2,New Zealand,13.0,0.0,18,8,West Indies,14-16,4.33333333333
4635,Samuel Badree,2014-07-06,2,New Zealand,20.0,1.0,24,12,West Indies,14-16,5.0
4636,Sanath Jayasuriya,2006-06-15,2,England,32.0,3.0,24,8,Sri Lanka,05-07,8.0
4637,Sanath Jayasuriya,2006-12-22,1,New Zealand,20.0,3.0,25,12,Sri Lanka,05-07,4.8
4638,Sanath Jayasuriya,2007-09-14,2,Kenya,9.0,1.0,18,10,Sri Lanka,05-07,3.0
4639,Sanath Jayasuriya,2007-09-15,1,New Zealand,25.0,1.0,24,7,Sri Lanka,05-07,6.25
4640,Sanath Jayasuriya,2007-09-17,1,Pakistan,64.0,0.0,24,0,Sri Lanka,05-07,16.0
4641,Sanath Jayasuriya,2007-09-18,2,Bangladesh,4.0,2.0,11,8,Sri Lanka,05-07,2.18181818182
4642,Sanath Jayasuriya,2008-10-12,2,Canada,32.0,0.0,25,12,Sri Lanka,08-10,7.68
4643,Sanath Jayasuriya,2009-02-10,2,India,10.0,1.0,18,9,Sri Lanka,08-10,3.33333333333
4644,Sanath Jayasuriya,2009-06-08,1,Australia,17.0,0.0,12,3,Sri Lanka,08-10,8.5
4645,Sanath Jayasuriya,2009-06-10,2,West Indies,29.0,0.0,19,6,Sri Lanka,08-10,9.15789473684
4646,Sanath Jayasuriya,2009-06-12,2,Pakistan,7.0,0.0,7,2,Sri Lanka,08-10,6.0
4647,Sanath Jayasuriya,2009-06-14,2,Ireland,7.0,0.0,6,2,Sri Lanka,08-10,7.0
4648,Sanath Jayasuriya,2009-06-16,2,New Zealand,28.0,1.0,18,5,Sri Lanka,08-10,9.33333333333
4649,Sanath Jayasuriya,2009-06-21,2,Pakistan,8.0,1.0,12,4,Sri Lanka,08-10,4.0
4650,Sanath Jayasuriya,2009-08-12,1,Pakistan,9.0,0.0,6,2,Sri Lanka,08-10,9.0
4651,Sanath Jayasuriya,2009-09-02,1,New Zealand,23.0,0.0,13,3,Sri Lanka,08-10,10.6153846154
4652,Sanath Jayasuriya,2009-09-04,1,New Zealand,22.0,2.0,24,8,Sri Lanka,08-10,5.5
4653,Sanath Jayasuriya,2009-12-09,2,India,18.0,2.0,25,13,Sri Lanka,08-10,4.32
4654,Sanath Jayasuriya,2010-04-30,2,New Zealand,17.0,1.0,24,9,Sri Lanka,08-10,4.25
4655,Sanath Jayasuriya,2010-05-03,2,Zimbabwe,8.0,0.0,6,0,Sri Lanka,08-10,8.0
4656,Sanath Jayasuriya,2010-05-11,1,India,12.0,0.0,6,1,Sri Lanka,08-10,12.0
4657,Sanath Jayasuriya,2010-05-13,2,England,15.0,0.0,6,1,Sri Lanka,08-10,15.0
4658,Sanath Jayasuriya,2010-05-23,1,New Zealand,12.0,0.0,6,0,Sri Lanka,08-10,12.0
4659,Sanath Jayasuriya,2011-06-25,1,England,16.0,2.0,19,8,Sri Lanka,11-13,5.05263157895
4660,Sandeep Sharma,2015-07-17,2,Zimbabwe,32.0,0.0,20,10,India,14-16,9.6
4661,Sandeep Sharma,2015-07-19,1,Zimbabwe,36.0,1.0,27,10,India,14-16,8.0
4662,Sanjayan Thuraisingam,2008-08-02,1,Netherlands,15.0,1.0,18,8,Canada,08-10,5.0
4663,Sanjayan Thuraisingam,2008-08-03,2,Kenya,15.0,0.0,18,9,Canada,08-10,5.0
4664,Sanjayan Thuraisingam,2008-08-05,1,Bermuda,11.0,1.0,14,8,Canada,08-10,4.71428571429
4665,Sayed Shirzad,2015-11-29,2,Oman,15.0,3.0,19,10,Afghanistan,14-16,4.73684210526
4666,Sayed Shirzad,2015-11-30,2,Oman,27.0,2.0,24,13,Afghanistan,14-16,6.75
4667,Sayed Shirzad,2016-01-10 00:00:00,2,Zimbabwe,28.0,2.0,27,11,Afghanistan,14-16,6.22222222222
4668,Scott Boland,2016-01-29 00:00:00,1,India,30.0,0.0,24,9,Australia,14-16,7.5
4669,Scott Boland,2016-01-31 00:00:00,2,India,32.0,0.0,20,5,Australia,14-16,9.6
4670,Scott Borthwick,2011-09-25,1,West Indies,15.0,1.0,24,12,England,11-13,3.75
4671,Scott Styris,2006-02-16,1,West Indies,33.0,2.0,24,9,New Zealand,05-07,8.25
4672,Scott Styris,2007-09-15,2,Sri Lanka,16.0,1.0,18,8,New Zealand,05-07,5.33333333333
4673,Scott Styris,2007-09-16,2,India,25.0,1.0,18,2,New Zealand,05-07,8.33333333333
4674,Scott Styris,2007-09-18,2,England,19.0,0.0,12,1,New Zealand,05-07,9.5
4675,Scott Styris,2007-09-22,2,Pakistan,14.0,1.0,18,10,New Zealand,05-07,4.66666666667
4676,Scott Styris,2007-11-23,2,South Africa,4.0,1.0,6,3,New Zealand,05-07,4.0
4677,Scott Styris,2007-12-11,1,Australia,14.0,0.0,6,1,New Zealand,05-07,14.0
4678,Scott Styris,2008-02-07,1,England,25.0,1.0,18,8,New Zealand,08-10,8.33333333333
4679,Scott Styris,2008-06-13,2,England,19.0,0.0,16,4,New Zealand,08-10,7.125
4680,Scott Styris,2009-06-09,1,South Africa,10.0,1.0,12,5,New Zealand,08-10,5.0
4681,Scott Styris,2009-06-11,2,Ireland,29.0,1.0,18,5,New Zealand,08-10,9.66666666667
4682,Scott Styris,2009-06-16,1,Sri Lanka,9.0,0.0,6,1,New Zealand,08-10,9.0
4683,Scott Styris,2009-11-12,1,Pakistan,32.0,1.0,24,4,New Zealand,08-10,8.0
4684,Scott Styris,2009-11-13,1,Pakistan,17.0,0.0,14,8,New Zealand,08-10,7.28571428571
4685,Scott Styris,2010-04-30,1,Sri Lanka,13.0,1.0,12,7,New Zealand,08-10,6.5
4686,Scott Styris,2010-05-04,1,Zimbabwe,5.0,3.0,12,7,New Zealand,08-10,2.5
4687,Scott Styris,2010-05-06,1,South Africa,14.0,0.0,12,2,New Zealand,08-10,7.0
4688,Scott Styris,2010-05-10,2,England,16.0,2.0,18,7,New Zealand,08-10,5.33333333333
4689,Scott Styris,2010-05-22,2,Sri Lanka,10.0,3.0,18,10,New Zealand,08-10,3.33333333333
4690,Scott Styris,2010-12-26,1,Pakistan,17.0,1.0,25,11,New Zealand,08-10,4.08
4691,Scott Styris,2010-12-30,1,Pakistan,4.0,0.0,6,2,New Zealand,08-10,4.0
4692,Sean Abbott,2014-10-05,1,Pakistan,15.0,1.0,20,8,Australia,14-16,4.5
4693,Sean Abbott,2014-11-07,1,South Africa,16.0,0.0,12,5,Australia,14-16,8.0
4694,Sean Abbott,2014-11-09,1,South Africa,13.0,0.0,7,2,Australia,14-16,11.1428571429
4695,Sean Williams,2013-05-12,1,Bangladesh,16.0,0.0,12,1,Zimbabwe,11-13,8.0
4696,Sean Williams,2013-08-23,1,Pakistan,18.0,0.0,12,3,Zimbabwe,11-13,9.0
4697,Sean Williams,2013-08-24,1,Pakistan,15.0,0.0,12,5,Zimbabwe,11-13,7.5
4698,Sean Williams,2014-03-17,2,Ireland,26.0,1.0,25,9,Zimbabwe,14-16,6.24
4699,Sean Williams,2014-03-19,1,Netherlands,22.0,0.0,24,6,Zimbabwe,14-16,5.5
4700,Sean Williams,2014-03-21,1,United Arab Emirates,15.0,4.0,24,15,Zimbabwe,14-16,3.75
4701,Sean Williams,2015-05-22,2,Pakistan,33.0,1.0,24,11,Zimbabwe,14-16,8.25
4702,Sean Williams,2015-05-24,2,Pakistan,32.0,2.0,24,7,Zimbabwe,14-16,8.0
4703,Sean Williams,2015-07-19,2,India,31.0,1.0,24,8,Zimbabwe,14-16,7.75
4704,Sean Williams,2015-08-09,1,New Zealand,28.0,3.0,24,9,Zimbabwe,14-16,7.0
4705,Sean Williams,2015-09-27,1,Pakistan,34.0,1.0,24,7,Zimbabwe,14-16,8.5
4706,Sean Williams,2015-09-29,1,Pakistan,26.0,0.0,24,8,Zimbabwe,14-16,6.5
4707,Sean Williams,2015-10-26,2,Afghanistan,20.0,2.0,12,2,Zimbabwe,14-16,10.0
4708,Sean Williams,2015-10-28,2,Afghanistan,27.0,0.0,24,8,Zimbabwe,14-16,6.75
4709,Sean Williams,2015-11-13,2,Bangladesh,15.0,0.0,12,4,Zimbabwe,14-16,7.5
4710,Sean Williams,2015-11-15,1,Bangladesh,25.0,0.0,25,7,Zimbabwe,14-16,6.0
4711,Sean Williams,2016-01-15 00:00:00,2,Bangladesh,22.0,1.0,18,5,Zimbabwe,14-16,7.33333333333
4712,Sean Williams,2016-01-17 00:00:00,1,Bangladesh,9.0,0.0,6,1,Zimbabwe,14-16,9.0
4713,Sean Williams,2016-01-20 00:00:00,2,Bangladesh,26.0,0.0,19,5,Zimbabwe,14-16,8.21052631579
4714,Seekkuge Prasanna,2013-12-13,2,Pakistan,39.0,2.0,20,8,Sri Lanka,11-13,11.7
4715,Seekkuge Prasanna,2014-02-12,2,Bangladesh,6.0,0.0,6,1,Sri Lanka,14-16,6.0
4716,Seekkuge Prasanna,2014-04-03,2,West Indies,15.0,1.0,12,5,Sri Lanka,14-16,7.5
4717,Seekkuge Prasanna,2016-02-09 00:00:00,1,India,10.0,0.0,13,6,Sri Lanka,14-16,4.61538461538
4718,Seekkuge Prasanna,2016-02-12 00:00:00,1,India,21.0,0.0,18,2,Sri Lanka,14-16,7.0
4719,Seekkuge Prasanna,2016-02-14 00:00:00,2,India,3.0,0.0,6,3,Sri Lanka,14-16,3.0
4720,Sese Bau,2016-02-06 00:00:00,2,Ireland,11.0,0.0,6,2,Papua New Guinea,14-16,11.0
4721,Shabbir Ahmed,2007-02-02,2,South Africa,16.0,0.0,15,8,Pakistan,05-07,6.4
4722,Shadeep Silva,2014-03-17,2,Netherlands,38.0,1.0,24,6,United Arab Emirates,14-16,9.5
4723,Shadeep Silva,2014-03-21,2,Zimbabwe,20.0,1.0,18,10,United Arab Emirates,14-16,6.66666666667
4724,Shafiul Islam,2010-02-03,2,New Zealand,7.0,0.0,6,2,Bangladesh,08-10,7.0
4725,Shafiul Islam,2010-05-01,1,Pakistan,25.0,1.0,24,10,Bangladesh,08-10,6.25
4726,Shafiul Islam,2010-05-05,1,Australia,32.0,2.0,26,7,Bangladesh,08-10,7.38461538462
4727,Shafiul Islam,2011-10-11,1,West Indies,18.0,2.0,25,12,Bangladesh,11-13,4.32
4728,Shafiul Islam,2011-11-29,1,Pakistan,19.0,1.0,19,10,Bangladesh,11-13,6.0
4729,Shafiul Islam,2012-07-26,2,Netherlands,25.0,2.0,25,10,Bangladesh,11-13,6.0
4730,Shafiul Islam,2012-09-21,1,New Zealand,34.0,0.0,18,7,Bangladesh,11-13,11.3333333333
4731,Shafiul Islam,2012-09-25,2,Pakistan,29.0,0.0,18,7,Bangladesh,11-13,9.66666666667
4732,Shafiul Islam,2012-12-10,1,West Indies,26.0,0.0,24,11,Bangladesh,11-13,6.5
4733,Shafiul Islam,2013-05-11,1,Zimbabwe,28.0,1.0,19,9,Bangladesh,11-13,8.84210526316
4734,Shafiul Islam,2013-05-12,2,Zimbabwe,20.0,3.0,24,9,Bangladesh,11-13,5.0
4735,Shahadat Hossain,2008-04-20,1,Pakistan,44.0,1.0,24,7,Bangladesh,08-10,11.0
4736,Shahadat Hossain,2008-11-05,1,South Africa,19.0,0.0,12,6,Bangladesh,08-10,9.5
4737,Shahadat Hossain,2009-06-06,1,India,30.0,1.0,19,5,Bangladesh,08-10,9.47368421053
4738,Shahadat Hossain,2010-02-03,2,New Zealand,27.0,0.0,19,10,Bangladesh,08-10,8.52631578947
4739,Shahadat Hossain,2013-03-31,1,Sri Lanka,53.0,0.0,25,8,Bangladesh,11-13,12.72
4740,Shahid Afridi,2006-08-28,1,England,26.0,0.0,26,10,Pakistan,05-07,6.0
4741,Shahid Afridi,2007-02-02,2,South Africa,19.0,0.0,9,3,Pakistan,05-07,12.6666666667
4742,Shahid Afridi,2007-09-02,2,Bangladesh,26.0,2.0,24,9,Pakistan,05-07,6.5
4743,Shahid Afridi,2007-09-12,2,Scotland,17.0,4.0,26,15,Pakistan,05-07,3.92307692308
4744,Shahid Afridi,2007-09-14,1,India,37.0,2.0,24,6,Pakistan,05-07,9.25
4745,Shahid Afridi,2007-09-17,2,Sri Lanka,17.0,3.0,25,14,Pakistan,05-07,4.08
4746,Shahid Afridi,2007-09-18,1,Australia,35.0,1.0,24,8,Pakistan,05-07,8.75
4747,Shahid Afridi,2007-09-20,1,Bangladesh,25.0,1.0,24,8,Pakistan,05-07,6.25
4748,Shahid Afridi,2007-09-22,1,New Zealand,22.0,1.0,26,10,Pakistan,05-07,5.07692307692
4749,Shahid Afridi,2007-09-24,1,India,30.0,0.0,24,8,Pakistan,05-07,7.5
4750,Shahid Afridi,2008-04-20,2,Bangladesh,19.0,3.0,24,9,Pakistan,08-10,4.75
4751,Shahid Afridi,2008-10-10,2,Canada,13.0,1.0,24,16,Pakistan,08-10,3.25
4752,Shahid Afridi,2008-10-11,1,Sri Lanka,20.0,1.0,24,10,Pakistan,08-10,5.0
4753,Shahid Afridi,2008-10-12,1,Zimbabwe,21.0,1.0,26,15,Pakistan,08-10,4.84615384615
4754,Shahid Afridi,2008-10-13,2,Sri Lanka,15.0,1.0,24,10,Pakistan,08-10,3.75
4755,Shahid Afridi,2009-05-07,1,Australia,14.0,3.0,24,14,Pakistan,08-10,3.5
4756,Shahid Afridi,2009-06-07,1,England,36.0,0.0,24,6,Pakistan,08-10,9.0
4757,Shahid Afridi,2009-06-09,2,Netherlands,9.0,4.0,26,17,Pakistan,08-10,2.07692307692
4758,Shahid Afridi,2009-06-12,1,Sri Lanka,21.0,2.0,26,13,Pakistan,08-10,4.84615384615
4759,Shahid Afridi,2009-06-13,1,New Zealand,16.0,1.0,25,15,Pakistan,08-10,3.84
4760,Shahid Afridi,2009-06-15,2,Ireland,25.0,1.0,25,8,Pakistan,08-10,6.0
4761,Shahid Afridi,2009-06-18,2,South Africa,16.0,2.0,24,11,Pakistan,08-10,4.0
4762,Shahid Afridi,2009-06-21,1,Sri Lanka,20.0,1.0,24,10,Pakistan,08-10,5.0
4763,Shahid Afridi,2009-08-12,2,Sri Lanka,19.0,1.0,26,9,Pakistan,08-10,4.38461538462
4764,Shahid Afridi,2009-11-12,2,New Zealand,21.0,1.0,21,9,Pakistan,08-10,6.0
4765,Shahid Afridi,2009-11-13,2,New Zealand,21.0,1.0,18,6,Pakistan,08-10,7.0
4766,Shahid Afridi,2010-02-20,1,England,27.0,0.0,24,11,Pakistan,08-10,6.75
4767,Shahid Afridi,2010-05-01,2,Bangladesh,37.0,0.0,24,8,Pakistan,08-10,9.25
4768,Shahid Afridi,2010-05-02,1,Australia,33.0,0.0,24,9,Pakistan,08-10,8.25
4769,Shahid Afridi,2010-05-06,2,England,28.0,1.0,24,8,Pakistan,08-10,7.0
4770,Shahid Afridi,2010-05-08,1,New Zealand,28.0,2.0,25,11,Pakistan,08-10,6.72
4771,Shahid Afridi,2010-05-10,2,South Africa,21.0,0.0,24,8,Pakistan,08-10,5.25
4772,Shahid Afridi,2010-05-14,2,Australia,34.0,1.0,24,11,Pakistan,08-10,8.5
4773,Shahid Afridi,2010-07-05,2,Australia,24.0,1.0,26,10,Pakistan,08-10,5.53846153846
4774,Shahid Afridi,2010-07-06,2,Australia,30.0,2.0,24,7,Pakistan,08-10,7.5
4775,Shahid Afridi,2010-09-05,2,England,27.0,2.0,24,9,Pakistan,08-10,6.75
4776,Shahid Afridi,2010-09-07,2,England,15.0,1.0,18,11,Pakistan,08-10,5.0
4777,Shahid Afridi,2010-10-26,2,South Africa,23.0,0.0,12,1,Pakistan,08-10,11.5
4778,Shahid Afridi,2010-10-27,2,South Africa,13.0,1.0,24,13,Pakistan,08-10,3.25
4779,Shahid Afridi,2010-12-26,2,New Zealand,19.0,1.0,18,7,Pakistan,08-10,6.33333333333
4780,Shahid Afridi,2010-12-28,1,New Zealand,22.0,1.0,24,10,Pakistan,08-10,5.5
4781,Shahid Afridi,2010-12-30,2,New Zealand,14.0,4.0,17,7,Pakistan,08-10,4.94117647059
4782,Shahid Afridi,2011-04-21,1,West Indies,30.0,0.0,18,4,Pakistan,11-13,10.0
4783,Shahid Afridi,2011-11-25,1,Sri Lanka,20.0,0.0,25,5,Pakistan,11-13,4.8
4784,Shahid Afridi,2011-11-29,2,Bangladesh,15.0,2.0,24,12,Pakistan,11-13,3.75
4785,Shahid Afridi,2012-02-23,2,England,27.0,1.0,24,9,Pakistan,11-13,6.75
4786,Shahid Afridi,2012-02-25,1,England,28.0,1.0,18,8,Pakistan,11-13,9.33333333333
4787,Shahid Afridi,2012-02-27,1,England,19.0,1.0,24,12,Pakistan,11-13,4.75
4788,Shahid Afridi,2012-06-01,1,Sri Lanka,9.0,0.0,12,7,Pakistan,11-13,4.5
4789,Shahid Afridi,2012-06-03,2,Sri Lanka,17.0,2.0,24,16,Pakistan,11-13,4.25
4790,Shahid Afridi,2012-09-23,2,New Zealand,28.0,1.0,26,9,Pakistan,11-13,6.46153846154
4791,Shahid Afridi,2012-09-25,1,Bangladesh,18.0,1.0,26,13,Pakistan,11-13,4.15384615385
4792,Shahid Afridi,2012-09-28,1,South Africa,25.0,0.0,25,7,Pakistan,11-13,6.0
4793,Shahid Afridi,2012-09-30,2,India,34.0,1.0,24,5,Pakistan,11-13,8.5
4794,Shahid Afridi,2012-10-02,2,Australia,33.0,0.0,24,5,Pakistan,11-13,8.25
4795,Shahid Afridi,2012-10-04,1,Sri Lanka,28.0,1.0,24,10,Pakistan,11-13,7.0
4796,Shahid Afridi,2012-12-25,1,India,26.0,2.0,18,5,Pakistan,11-13,8.66666666667
4797,Shahid Afridi,2012-12-28,1,India,33.0,0.0,18,2,Pakistan,11-13,11.0
4798,Shahid Afridi,2013-07-27,1,West Indies,24.0,0.0,24,7,Pakistan,11-13,6.0
4799,Shahid Afridi,2013-07-28,2,West Indies,29.0,2.0,18,6,Pakistan,11-13,9.66666666667
4800,Shahid Afridi,2013-08-23,2,Zimbabwe,25.0,3.0,24,10,Pakistan,11-13,6.25
4801,Shahid Afridi,2013-08-24,2,Zimbabwe,24.0,0.0,18,3,Pakistan,11-13,8.0
4802,Shahid Afridi,2013-11-13,2,South Africa,16.0,0.0,15,5,Pakistan,11-13,6.4
4803,Shahid Afridi,2013-11-15,1,South Africa,42.0,0.0,25,7,Pakistan,11-13,10.08
4804,Shahid Afridi,2013-11-20,1,South Africa,14.0,1.0,24,10,Pakistan,11-13,3.5
4805,Shahid Afridi,2013-11-22,2,South Africa,28.0,3.0,24,6,Pakistan,11-13,7.0
4806,Shahid Afridi,2013-12-08,1,Afghanistan,24.0,1.0,12,3,Pakistan,11-13,12.0
4807,Shahid Afridi,2013-12-11,1,Sri Lanka,19.0,1.0,25,10,Pakistan,11-13,4.56
4808,Shahid Afridi,2013-12-13,1,Sri Lanka,25.0,0.0,12,1,Pakistan,11-13,12.5
4809,Shahid Afridi,2014-03-21,2,India,20.0,0.0,20,10,Pakistan,14-16,6.0
4810,Shahid Afridi,2014-03-23,2,Australia,30.0,2.0,24,11,Pakistan,14-16,7.5
4811,Shahid Afridi,2014-03-30,2,Bangladesh,21.0,1.0,24,9,Pakistan,14-16,5.25
4812,Shahid Afridi,2014-04-01,1,West Indies,23.0,2.0,24,11,Pakistan,14-16,5.75
4813,Shahid Afridi,2014-10-05,2,Australia,16.0,1.0,25,15,Pakistan,14-16,3.84
4814,Shahid Afridi,2014-12-04,1,New Zealand,27.0,1.0,24,9,Pakistan,14-16,6.75
4815,Shahid Afridi,2014-12-05,1,New Zealand,25.0,2.0,28,15,Pakistan,14-16,5.35714285714
4816,Shahid Afridi,2015-04-24,2,Bangladesh,25.0,0.0,18,7,Pakistan,14-16,8.33333333333
4817,Shahid Afridi,2015-05-22,1,Zimbabwe,28.0,0.0,18,4,Pakistan,14-16,9.33333333333
4818,Shahid Afridi,2015-05-24,1,Zimbabwe,36.0,1.0,24,5,Pakistan,14-16,9.0
4819,Shahid Afridi,2015-07-30,2,Sri Lanka,31.0,0.0,24,4,Pakistan,14-16,7.75
4820,Shahid Afridi,2015-08-01,1,Sri Lanka,30.0,1.0,24,9,Pakistan,14-16,7.5
4821,Shahid Afridi,2015-09-27,2,Zimbabwe,23.0,0.0,18,7,Pakistan,14-16,7.66666666667
4822,Shahid Afridi,2015-09-29,2,Zimbabwe,26.0,0.0,24,5,Pakistan,14-16,6.5
4823,Shahid Afridi,2015-11-26,1,England,33.0,0.0,24,9,Pakistan,14-16,8.25
4824,Shahid Afridi,2015-11-27,1,England,15.0,3.0,24,13,Pakistan,14-16,3.75
4825,Shahid Afridi,2015-11-30,1,England,18.0,2.0,25,8,Pakistan,14-16,4.32
4826,Shahid Afridi,2016-01-15 00:00:00,2,New Zealand,25.0,2.0,25,12,Pakistan,14-16,6.0
4827,Shahid Afridi,2016-01-17 00:00:00,2,New Zealand,38.0,0.0,24,9,Pakistan,14-16,9.5
